UserId,ItemId
1635,1722 1106 2688 2351 2470 803 3145 2964 1990 2350 501 2726 1866 2885 3059 2320 1714 1575 241 719 2875 479 275 3176 2649 100 702 2652 470 1318 2837 865 2537 1197 1071 1348 2937 1954 2111 2845 294 1755 288 2971 3241 1868 2782 2392 2754 895 
1636,1956 1386 830 2339 2022 2885 1348 702 2651 1189 2754 2351 2541 1575 2179 1465 85 2464 3241 3148 945 2320 1722 1197 2445 706 1060 2470 2568 2171 767 3250 2182 2537 2435 2312 465 2463 231 1470 2652 2726 1741 512 230 2940 517 3189 2024 1269 
1637,1575 2455 1770 1200 1784 505 865 1868 443 719 706 783 465 2885 637 2320 231 1156 2971 2696 847 1195 2521 471 3237 2470 275 2537 2006 1268 1455 170 2661 2173 1614 1365 1567 1325 1755 334 964 2350 2726 490 2464 1474 384 294 1871 2044 
1638,2320 517 1784 2616 2541 2885 2470 2862 865 1386 465 1001 147 2022 1348 788 266 2472 1956 2350 748 987 100 2464 294 702 275 814 1770 2850 719 1922 2551 18 2529 1445 1681 2351 1443 1026 3130 820 454 2466 1977 2726 1789 3124 1185 3118 
1639,2147 2652 2320 3209 2944 2726 2875 2470 1239 1956 2163 2958 3014 551 100 2464 2055 765 868 1784 1386 2937 2932 465 2551 1200 454 3064 238 1770 964 362 115 783 2350 2176 2585 3072 1193 1147 2649 2799 280 2006 346 517 1141 2885 1567 2790 
1640,2350 545 505 1575 706 2638 1001 471 2075 2651 3186 2521 1195 2470 13 307 2111 333 3241 486 1130 3142 571 1861 2339 2455 2902 1720 2977 1614 334 443 1264 1521 294 3207 2173 2805 1119 964 1871 1922 842 1197 475 213 830 231 2537 328 
1641,3008 412 840 1022 3178 2767 1185 2472 1336 1917 1348 865 1351 1429 770 812 2403 2464 2497 1134 2039 750 358 240 329 1832 2190 18 2180 1204 505 702 2529 2537 1784 2555 465 1825 1405 1079 275 1127 1575 2885 2022 2940 847 2696 588 3220 
1642,2812 2853 2522 1853 1846 1781 1069 1130 2075 856 1731 1680 1702 2786 268 1651 1620 1728 2865 1655 2307 1242 1806 1349 593 842 2140 2638 833 2498 438 471 1968 706 1199 1568 96 369 1533 3223 1575 2977 1317 2333 2455 2521 3186 170 439 1871 
1643,776 651 2651 2380 1048 2931 1575 2810 734 1268 553 598 1804 1213 1152 1137 2869 755 1558 2805 2217 2852 2182 1547 1055 64 1941 545 1861 2225 732 1613 590 3009 3142 731 2499 582 1085 830 3134 706 712 98 1387 2763 471 444 1976 2576 
1644,1196 3156 1575 3176 838 2939 1000 1347 2837 164 1215 469 719 1125 489 678 2275 832 1353 411 2306 1444 1755 981 1593 1170 384 275 402 1407 99 2455 1868 2476 231 2527 2525 2629 2007 1203 1273 401 676 3030 2671 92 2381 2232 184 505 
1645,2470 2726 2885 2022 2652 2875 2320 803 945 2350 1106 100 1386 1200 2351 595 2649 3059 1197 1590 2688 2182 1292 465 2428 405 1289 517 2111 1474 1137 1268 2537 868 2217 1706 91 1498 2937 2957 719 3241 1240 1575 1722 1239 865 720 1784 1868 
1646,2470 2022 1386 2885 2320 988 1714 2111 2350 803 1106 945 2351 1770 521 3145 532 2937 1348 3148 1013 100 2726 465 2652 2714 1722 1818 2666 3059 1560 1200 2428 1117 2964 2057 192 2537 2688 470 517 2299 3090 865 2236 1371 294 1370 596 1056 
1647,485 600 2190 1260 639 84 3032 340 1466 1302 1198 2184 2549 3229 427 749 313 697 2940 1136 2144 1430 2039 968 3215 2435 3078 1348 422 1662 3026 750 3193 3148 2195 2536 1218 333 2031 329 1194 948 756 365 1429 3207 821 1386 1336 1138 
1648,1013 1023 2537 865 859 1868 898 2464 1949 3248 2022 2547 496 1465 2312 2940 2814 2108 756 2463 275 1193 1835 1185 1307 1575 2403 753 2382 1455 3078 1197 417 427 1386 1681 1482 1469 333 2013 702 2024 719 2030 2039 1348 2602 457 1200 85 
1649,651 1055 3150 1957 677 2417 2076 1549 2734 1912 1976 3189 1152 2809 2810 2805 64 1029 776 553 2499 590 2217 1028 1873 1941 2182 3134 734 98 1613 1048 2931 163 1041 759 3106 1558 1861 829 2651 1213 1480 1362 598 405 1701 544 755 2380 
1650,2464 1755 1193 2537 275 2320 2726 280 2652 1185 2022 1386 3209 465 719 2885 698 2024 1681 609 1800 1200 3237 517 1443 702 1784 865 2937 1455 2312 115 1575 2441 2463 2470 2176 1868 1770 3181 2710 1567 1956 2350 976 2541 2932 491 1866 2750 
1651,1281 422 128 2039 1194 2088 3159 1411 3158 2956 1956 845 2144 518 197 2619 1185 1584 1348 313 1022 697 3124 1942 3032 863 2773 2190 1020 2152 745 3178 865 2411 1474 307 2086 987 2466 1430 147 3078 275 1681 611 639 2555 2541 517 1656 
1652,1082 940 2786 2411 431 1956 2522 2952 1034 1575 1362 2395 3189 1712 2320 958 2541 1770 1348 981 525 1377 3199 2684 294 266 2193 1044 2885 2532 2570 2696 2351 1887 1475 2958 1410 2956 1728 2914 1612 2365 1192 987 702 3202 2799 3090 1999 2651 
1653,1362 677 1377 2193 1941 163 2958 553 1575 1055 1475 2805 1034 964 1712 98 2111 266 2810 405 958 544 2470 2320 475 981 954 431 2385 2638 1268 2350 1770 3189 333 1861 2836 3089 987 2724 2380 949 1804 2734 1529 712 2464 1048 2299 2741 
1654,598 2522 2696 2101 2786 2217 651 628 1728 1349 706 1069 1941 170 1197 2333 2914 856 2913 1199 2173 2417 2563 644 443 734 2810 94 669 2264 842 1452 277 1156 3205 876 1034 2945 964 1200 865 1575 1082 2994 1861 2411 1915 3189 2483 2952 
1655,814 2750 2198 2807 2127 1386 465 43 2964 2111 115 1643 964 1498 2885 470 1292 938 2470 1875 959 2652 2022 1973 1706 272 2350 2841 1818 3209 1857 214 1922 2155 748 423 45 697 307 2369 1901 1371 2163 1443 1046 1956 1446 2351 48 1714 
1656,2885 2470 2320 1956 1386 517 2464 814 2541 465 2012 3209 296 1784 2350 1060 100 1200 770 1770 491 2022 2616 1290 1193 644 2750 1102 2652 1443 380 609 1737 385 2875 3236 2944 3022 1567 3229 1818 3130 2726 521 2472 338 2359 907 765 18 
1657,1339 682 706 2173 938 1281 3182 122 331 1020 863 2538 1194 128 845 589 361 71 2086 3142 1922 2977 422 1517 1857 1563 2071 2522 3158 1846 480 575 1197 2455 1063 2107 2351 468 3241 3080 1006 1430 2841 1386 1046 1923 2749 1745 1762 1158 
1658,3037 167 505 1307 2651 1295 2976 2855 465 457 471 706 454 1200 938 1156 2320 1784 1575 1197 2537 2174 2997 2066 783 3041 1614 315 865 2208 1673 1695 964 2299 1857 1034 988 48 2661 115 2986 1324 1770 2726 2885 1734 1567 3142 1407 2960 
1659,1613 1152 2385 2809 1387 1861 2565 1268 1507 2810 732 734 3009 590 2734 905 2417 1976 1213 505 751 2651 553 1055 2893 1941 1041 2805 1048 1951 283 1575 759 2217 2869 13 829 2113 2661 1947 1219 1028 51 163 490 651 847 1521 2182 1720 
1660,505 1575 471 2902 2350 1614 231 1325 1195 1365 334 706 1197 486 714 2455 2885 842 960 1119 1156 3079 3186 2521 1765 384 1871 2470 372 939 3241 2537 2115 2795 1015 213 655 3156 2339 3142 1200 2022 847 335 719 443 1115 2006 1755 167 
1661,2350 2470 2320 2885 1386 100 115 465 964 1784 2111 2022 48 2726 1941 517 1567 2750 803 470 814 1498 748 2472 2616 987 3059 1818 2198 1200 1770 1443 2976 3241 1973 1956 770 3049 2964 1643 163 3236 521 2551 2652 346 1268 938 2649 1197 
1662,2862 1575 1243 275 1684 2014 1861 1353 865 358 976 2117 1226 163 2845 892 3008 2661 1203 443 1444 1977 3031 1715 1101 3040 1057 2893 719 1192 2455 294 1868 490 486 1196 3220 783 1132 1127 397 676 2521 1474 1185 2537 637 1362 426 2973 
1663,446 1034 1803 2299 780 3041 1892 2206 3240 573 3181 1513 579 1456 1575 1615 491 1116 2324 46 2574 428 2149 2840 981 473 496 0 2328 167 1874 2508 1237 2645 1407 1812 1352 273 656 3037 1673 2828 2717 2575 1156 2066 2464 307 2997 3231 
1664,471 505 2521 706 443 2173 3186 842 334 1614 1119 2879 1195 231 2902 170 2455 335 13 1115 2921 1781 1871 1575 2977 593 2075 1730 1130 3241 2115 2444 1015 486 745 1365 2795 384 1521 588 1325 2006 847 2089 372 2755 714 3142 954 402 
1665,1575 1268 2193 231 1861 2431 2537 1686 2312 2380 91 553 865 1804 358 505 1474 2217 2546 2885 856 876 734 458 1383 2810 938 1185 2464 2351 954 2392 1129 2805 2959 2182 1213 1770 1325 987 1896 2470 1195 755 1156 2652 490 1197 719 2474 
1666,2111 2652 2350 2885 2470 1575 2351 2320 465 2022 3241 1386 2193 1797 1474 1818 1643 1268 1861 266 2537 2393 1197 1087 242 2182 1770 1568 2001 938 405 517 3059 470 1755 2312 1071 2299 231 2464 2726 3118 91 2217 2964 1156 307 1922 2923 1224 
1667,651 2072 776 1213 1048 1268 1976 2805 2810 590 2182 2022 865 1558 517 167 553 2499 734 1185 2602 2464 444 465 2380 2541 702 1604 1443 2217 644 1295 3021 1941 515 273 1575 3189 1804 2537 2997 1197 98 815 491 712 1152 2651 1800 2030 
1668,2885 814 296 2022 1956 1386 2750 465 2979 3209 2198 1443 2351 2652 1290 2464 380 644 2541 1060 1498 987 517 1242 169 398 697 2255 1195 1396 1437 938 2312 1292 2359 1423 2532 476 2994 2470 2173 2744 1922 1706 1818 957 907 2035 2127 2749 
1669,2258 1173 1071 2652 214 1386 1920 2223 959 2819 45 2351 2127 2885 1371 3084 232 2962 956 2782 1210 1755 1796 2855 1818 465 2022 1402 1145 14 3209 1866 3189 2908 2954 1602 1822 702 239 1533 697 1268 1575 1529 1379 2750 307 3241 2651 1659 
1670,1002 1154 1896 25 825 3194 954 676 2930 3210 886 1437 998 1240 1224 2297 602 751 1054 1895 1203 856 319 2431 119 1405 1971 231 1575 505 866 2959 1317 91 2631 31 1964 1474 938 613 3241 1432 1327 836 1088 1117 2115 2695 2738 406 
1671,2862 1455 2463 275 2070 783 1196 719 2537 1200 1635 1377 1770 865 1544 1743 1113 1353 2971 981 3124 1868 2340 3031 1068 1575 1185 637 3040 1030 2441 2295 1681 1150 976 678 3181 2117 2464 1192 3199 234 1421 2845 955 2380 3187 1684 371 2320 
1672,1575 2455 706 3223 2521 2977 1006 1158 3142 1130 505 443 2291 471 1846 2350 2522 2652 1195 490 2537 458 1853 2470 231 2075 1806 3186 2902 1119 2173 3241 2885 847 1868 2921 1200 1871 1861 1474 1156 2812 1680 358 2006 3220 865 486 13 1020 
1673,1154 602 673 3194 2959 825 2431 2297 1975 954 2167 1575 1896 1964 2550 1470 2361 302 1129 2957 1895 119 319 1744 2724 2318 91 1002 1861 1317 1336 838 938 1299 1474 1054 2977 266 886 333 2631 3241 987 2129 2930 2514 539 1596 692 743 
1674,1575 2193 294 2651 981 2810 2805 1861 2845 525 2514 505 333 3189 1770 2350 2537 275 2380 1152 2470 1715 1268 2837 676 231 3241 2385 92 2527 1558 1684 1744 2638 2455 475 1362 1957 553 2463 403 2361 1005 1377 1321 3031 1529 3041 1213 2111 
1675,1336 231 1575 3178 2039 1474 2464 918 1185 505 1405 1949 1348 1465 2312 2024 3032 702 2403 865 3241 938 1325 427 2144 2537 2831 2536 412 2514 676 1268 2474 1386 1193 2547 358 663 898 1693 2940 954 750 2180 2770 1681 1868 3194 2022 2115 
1676,2350 2111 2937 2320 1864 192 3132 2696 2963 1026 2488 2825 2472 720 3064 2799 12 2786 1612 2726 1130 1289 100 964 2470 598 1292 1784 346 2883 2933 1001 2802 650 2401 2428 3189 2325 2640 96 354 532 1199 2286 1239 423 2875 2649 1195 1651 
1677,3210 1470 954 1575 1466 3221 2930 613 2406 1154 2959 1054 2431 1450 3194 91 856 602 1861 1299 1268 1895 2546 225 505 938 905 987 1596 3167 629 2623 349 1531 1224 3241 2129 2885 1002 1015 25 1896 3243 231 2164 673 1417 1317 2385 2470 
1678,1348 1386 1106 945 521 2351 2179 517 230 1465 470 1197 2726 2885 2616 2320 702 1922 2541 1071 1722 1237 2350 1498 3091 241 2022 225 2470 100 266 3148 2754 2688 1956 3247 1318 479 1818 1643 2782 2850 1060 3145 2652 1046 596 3241 1741 1737 
1679,1575 2537 1507 147 865 490 1195 2661 1152 1613 294 845 637 465 2385 276 1861 719 706 454 1268 1614 1200 2173 1307 1474 1020 505 1868 2805 1185 2464 1784 275 259 2940 485 2392 3237 1812 1048 1260 1770 2351 1001 1795 2562 2193 2470 2974 
1680,1317 856 954 319 119 1154 2113 2811 1896 714 243 2115 2431 1575 938 2957 2887 1964 1054 1975 1002 91 1797 1325 3210 1855 2193 825 1474 1015 2930 335 231 1895 2362 2474 2550 2977 2164 2406 710 2129 2297 1117 676 998 2866 2316 275 2413 
1681,1749 338 2012 1023 1579 1754 2738 770 859 2100 1944 1031 2022 2463 1800 2464 609 3181 417 1013 2030 965 2541 2650 2940 2537 1465 2885 1505 3229 299 1200 3054 1197 2108 1193 988 1134 496 2312 2222 18 945 1348 2278 644 780 2013 465 1195 
1682,1302 1260 485 745 2749 1656 1689 307 2018 845 1194 128 259 2086 697 173 1020 313 760 2309 84 2940 863 423 1218 968 1430 3158 3209 1001 331 639 2979 465 2885 654 1619 2039 2351 2783 2173 422 1195 1589 2088 589 2011 3229 3159 770 
1683,1195 706 2521 2350 13 2351 1001 1046 2111 2885 1295 1197 1156 2537 1853 1369 2470 672 515 1812 964 571 465 1130 426 637 479 2638 2022 443 1135 2071 1680 865 1307 1533 470 2299 938 2173 3186 847 2226 2964 1119 192 490 1031 2645 2393 
1684,2652 1292 2885 1386 1714 803 2470 2022 814 1706 465 3059 43 2127 2750 697 2428 2964 2198 470 115 2350 1643 2649 2111 1498 272 964 1197 1200 2875 457 1212 1290 663 2351 2937 706 2807 1818 296 2855 1619 868 945 2940 1195 1289 907 1990 
1685,2470 2350 1770 2885 2464 465 1386 1575 2320 1200 333 1377 2312 2299 2855 475 2022 1193 2652 294 3236 1034 2127 964 2944 525 750 3209 1568 2940 3229 1941 2537 2638 971 2193 770 307 1013 2111 3052 2750 275 2155 1195 1245 1861 2805 2359 521 
1686,496 3229 2022 1013 1260 2940 2547 968 485 2351 2827 3148 756 515 1386 770 780 465 1812 2312 2012 2031 697 1348 427 1023 2030 859 1443 1204 2738 865 584 2464 1465 2823 1513 2971 1469 1868 2974 2661 2359 1689 2814 1352 1880 277 1357 2108 
1687,2767 2411 2696 3196 1348 940 625 425 2522 2395 2570 1204 1723 431 1044 2885 1110 2786 1082 2592 3229 987 2538 1242 1956 991 1575 3091 2086 756 3090 814 611 1386 845 2464 1585 1399 2088 2773 1811 2493 2192 1832 2952 2173 750 2817 1377 465 
1688,1377 2638 2350 2111 294 163 1575 2320 2470 2193 1362 3236 981 685 1770 1034 475 1941 405 958 2299 3089 2805 3118 2885 2385 1861 2958 1055 465 2365 677 2001 307 971 964 1268 553 266 2361 1957 1386 2810 302 788 1154 525 2850 3001 2270 
1689,1013 2022 584 1386 2108 859 1637 2351 2537 1825 2039 1348 2012 427 1465 465 865 770 697 1185 2464 3148 496 2547 3229 1868 517 1786 2885 2013 275 2030 1102 2940 1443 702 3032 2541 1784 1194 18 3248 968 338 1749 1200 1193 719 2463 3209 
1690,1154 319 954 1054 1575 1964 2297 825 1896 1861 2193 1268 856 1317 1975 3210 1002 905 1895 2889 2930 2631 2959 2129 2113 231 836 2431 2385 2887 714 2115 1224 91 876 1015 2196 505 539 335 405 2805 1797 2811 163 938 1325 3241 987 1129 
1691,2937 3145 3039 1602 2649 2963 2726 2666 1990 2875 868 2652 2688 2211 1714 192 720 2799 1106 241 1239 100 2350 1494 2802 921 2351 2320 2933 1315 3059 803 1071 1612 1370 2470 2311 2428 2111 1289 702 479 2874 1722 1386 381 2885 2057 1180 2616 
1692,1784 770 465 2371 2885 1297 1245 1357 1770 2470 2320 2922 3209 1386 1567 2022 728 3236 988 2012 2398 1200 2464 204 865 275 1443 294 454 2537 380 1102 18 644 2299 1195 1505 2472 2312 1193 485 307 3073 3103 2940 1579 2350 2855 1575 938 
1693,1892 762 2149 1971 1607 1803 1116 1497 812 3106 2805 1237 656 406 446 3181 2475 266 2206 702 2328 2374 273 0 699 1604 1615 2738 2671 573 2030 1049 2193 2574 2131 1407 981 2425 716 2602 1922 1575 2754 1313 579 2840 489 1059 897 2005 
1694,2350 644 296 2006 115 1290 2875 346 100 3068 1423 2470 964 385 2472 3014 2320 471 2055 2883 2885 2937 292 3241 1286 1567 1197 454 1941 1239 465 2198 2902 2726 765 443 1784 3049 1853 1292 2401 1520 3186 361 1770 1034 2652 2616 1864 2551 
1695,1130 1768 819 1655 2075 2099 475 264 2521 334 842 757 1115 960 441 1765 1781 1780 2879 2723 486 1556 2172 1298 1730 1853 1209 2142 2902 443 3186 1575 2638 622 213 1365 0 1325 471 335 1442 714 372 2006 1521 1014 401 2764 1904 1119 
1696,948 1218 485 2190 905 749 1656 968 2940 1605 167 3229 313 3026 1614 2031 3193 2815 1521 1823 1756 821 505 847 2527 397 53 334 1260 2082 2514 2113 2685 2997 2732 1802 13 294 486 331 1795 454 3176 1430 51 1677 639 2259 2855 1619 
1697,275 1575 3181 2537 981 2193 719 1455 1770 698 712 865 1030 2836 1681 2805 1755 2885 1268 2380 1861 2464 1185 1774 2299 1868 2810 465 1150 294 2022 1568 2232 150 609 1200 2295 147 384 231 2946 2070 2374 2845 2350 2470 1812 2312 489 637 
1698,987 1470 938 2959 3241 2977 1336 3167 505 3194 954 676 91 2351 1129 539 239 1596 2262 2841 2964 1474 1071 1348 119 2885 692 1861 1896 1197 1006 479 1575 836 673 2431 3090 1002 319 1268 1104 2022 1975 2546 25 1154 2957 2550 1386 3028 
1699,600 968 485 2031 2940 51 1260 1218 948 167 1135 2661 1928 13 919 590 1414 2527 579 490 2138 1795 847 2828 1594 2832 1523 3229 1657 2781 2278 2537 1656 2627 454 1456 2206 515 1800 415 2893 1715 2259 984 2663 84 2464 2000 1026 2827 
1700,2206 1575 1116 1307 117 2299 3041 2575 1034 3139 1673 1734 2475 1407 3037 1456 446 2339 2455 2928 273 2324 465 2997 2351 496 33 275 762 2664 1156 865 3118 1607 2885 2918 702 621 830 1237 231 2007 2645 1343 1295 2754 50 1405 706 1017 
1701,275 2299 698 1455 3181 2070 1034 147 1681 865 1573 981 307 2862 2724 3124 1575 719 294 491 2602 1185 1052 2997 1377 167 2466 2117 1673 2576 1324 1868 1812 1389 2537 2193 3116 333 1307 1030 3040 637 234 2232 1295 1861 465 1734 0 98 
1702,558 470 1046 168 1900 479 2616 1560 3205 1371 2964 192 2022 1396 1879 2393 1737 2835 1818 936 669 1197 511 628 517 2541 2343 852 272 596 1540 2891 1447 2350 14 1736 255 926 2351 2714 2885 1060 2899 2311 1071 945 870 158 2212 2728 
1703,2351 945 1348 2885 3241 2022 1386 1560 702 3148 1046 3233 596 266 2350 1071 1818 2964 1197 2470 251 987 2652 1106 938 1643 1465 1371 1498 470 2111 2179 645 3130 2754 2312 3194 479 91 1470 2778 2541 2835 748 517 505 1922 25 803 1741 
1704,1575 1002 954 1268 1224 3210 231 856 2193 1896 1861 1325 1154 505 2537 2811 825 2431 998 676 2392 1200 2930 1755 2464 2474 876 1474 1203 25 2196 358 938 2306 2297 1015 1895 2113 2312 2959 2885 1054 458 2316 1770 91 714 319 1598 2631 
1705,2395 431 2192 1044 1110 1082 3090 2081 2952 79 1348 1204 1438 2786 1314 2522 1242 2493 2767 1034 1697 2684 991 1956 2956 933 3091 631 756 192 625 847 987 546 2885 183 208 940 1728 479 3229 2570 2464 1179 2343 1575 3199 770 1023 1193 
1706,988 3103 2885 3205 644 1297 1245 2012 1120 165 728 2350 1770 770 2862 2946 1200 2693 3181 2470 683 1195 1065 1031 1567 2922 2295 2320 2212 465 2398 192 869 609 3052 938 1663 1573 2810 1423 1749 1784 2022 2522 2812 491 1944 1505 2638 1357 
1707,938 1575 954 505 335 1861 836 231 714 1154 2297 2959 838 2648 1268 3194 2631 1896 2193 1224 2115 2970 2736 1474 2431 3241 2977 1317 2546 539 1325 751 1975 2089 1054 1002 319 866 1415 856 3210 2474 1336 2164 2196 1005 239 2855 553 458 
1708,1082 940 1110 1044 2395 3199 2786 1997 546 1728 2767 2532 2522 2592 3090 2570 3202 1399 1034 2696 2563 2952 1242 1179 496 2684 991 1438 1956 1348 2411 987 3196 431 753 79 1410 756 625 2044 94 2192 958 3229 1585 3092 277 1811 1129 2541 
1709,423 2080 1973 299 1920 2111 959 3188 3231 780 594 328 2351 2149 2652 2962 938 1352 465 1857 199 457 2350 496 2227 1112 2645 738 2885 2034 862 1573 532 685 1407 3037 1673 3003 2022 3109 428 2535 964 505 2690 3241 762 579 1402 2030 
1710,369 1806 1130 1688 334 2521 1846 1720 13 471 2685 1460 2879 486 847 1119 1412 1702 2075 618 593 1005 2291 2651 1556 3223 1164 822 613 1496 1115 1853 919 1272 505 443 2282 2902 1195 2812 585 1182 2329 3079 1152 1871 2810 571 3186 836 
1711,856 2885 706 2173 465 2022 905 1195 938 335 1197 2350 1614 2977 1575 954 2855 505 2464 1386 2351 1307 1365 1533 1857 1556 2879 1156 1317 471 1942 170 231 714 1443 2812 3142 847 1349 814 1896 3186 1015 3077 2521 2522 1325 334 2115 277 
1712,1474 1575 2977 1861 358 505 1002 676 2537 938 865 1154 3220 1896 751 954 1224 1020 1268 1006 2474 1195 2297 1868 3142 2546 319 394 490 856 2631 1975 2431 426 231 637 2455 2392 553 2196 2217 1226 2555 1200 275 1383 1895 706 2351 3241 
1713,968 1949 2022 2537 2940 2464 496 584 275 1348 1013 2547 2024 1386 2814 2312 417 2351 2885 702 2030 465 1868 1693 1465 865 945 1793 719 427 3178 3231 1185 1455 1193 898 1023 2652 412 2149 1575 2206 3248 637 1657 2039 3181 1749 1352 594 
1714,1575 2431 1474 954 2164 1268 856 1154 2866 2392 676 2546 2113 319 505 1224 1129 1975 2196 91 2474 2297 1964 2811 938 2631 1002 1299 2550 1896 231 2305 1432 2193 3210 2129 2887 2977 2262 2115 1861 751 2385 358 1755 692 2217 2537 905 1325 
1715,2505 2652 2351 983 2885 1796 2058 2470 2111 1386 1494 2320 1602 2726 272 1755 465 266 1156 1575 479 1197 1804 1402 2830 328 814 2649 679 868 2182 215 1498 1157 232 2573 1576 1012 916 2022 214 2804 470 1797 733 738 938 2193 1071 3059 
1716,2470 2350 2726 2320 2652 2111 1239 1268 1941 2217 964 2182 3241 2885 2428 2875 2651 2649 100 1575 2810 2937 1784 405 1770 3189 1714 553 2933 1200 1213 1137 2163 3145 803 868 1289 1990 2147 1197 3014 465 454 1386 1861 490 2551 3059 2499 2805 
1717,3089 1389 2824 307 302 1034 971 2724 1697 294 266 1573 2638 2361 2320 2350 1377 2365 1770 2958 2111 2167 2470 525 685 2299 333 1568 958 2270 2850 431 2318 1417 3236 1999 183 1575 981 1237 3001 3181 969 521 2633 2885 475 526 1922 275 
1718,586 2144 2018 2623 999 639 1255 1336 750 3013 1459 2039 2088 1247 1411 2047 2190 1889 550 1619 1506 2125 611 1677 689 1063 2221 2086 1723 1778 3229 1417 3202 2403 2772 2622 660 2241 2411 2549 756 3239 992 427 1660 2536 2940 1662 422 412 
1719,3090 1348 2361 2167 2470 2350 2850 521 1386 2964 2885 2111 1818 266 2320 2351 1922 748 2095 470 2022 945 1465 479 1046 3091 1106 1498 1643 1071 1377 294 702 2318 1204 3148 969 272 1122 1013 750 1197 3247 307 2179 988 2616 596 333 2236 
1720,1575 676 275 637 2537 1474 719 2392 976 231 865 2306 505 358 1868 2845 1325 1681 2474 234 3040 1861 1455 1353 384 1185 1203 1715 2124 1224 2862 1088 2971 1684 1755 3031 2455 1896 783 1795 1127 147 1268 698 1696 1002 1812 2117 1200 1092 
1721,2940 2039 1662 2013 412 2403 3229 3178 968 2537 3032 2004 2464 849 1185 329 2018 2312 2030 750 333 2190 1889 2144 84 1336 1218 1134 2278 2031 898 1637 2814 2125 2645 1023 3026 859 2324 2536 496 2549 2460 2547 3013 865 275 753 2783 1260 
1722,1575 1195 2537 865 706 275 471 2521 1770 1185 486 2902 719 1200 505 2070 1130 2350 2845 490 1861 443 1868 2885 1871 231 847 2339 571 2470 637 2529 294 2651 3186 830 2810 2455 13 988 147 2460 2946 475 1715 1365 2398 2464 1325 1455 
1723,225 1348 750 702 1465 2435 77 3130 2403 2770 1197 131 306 1336 1386 2350 251 1060 1956 2179 1086 3148 2850 2320 427 2039 1922 945 517 1741 1185 2470 596 329 1417 2885 1459 1616 2222 3241 2347 2361 2536 1122 1237 2394 1662 493 2778 3145 
1724,728 1245 2922 525 3103 2212 1120 2012 1297 204 1357 2541 2022 2885 2320 1770 988 1065 1386 3052 3205 338 521 465 1579 2398 770 3209 2171 609 517 2946 2470 3181 1195 3229 848 1944 1956 1200 870 1443 1060 294 773 2371 1023 1348 437 2940 
1725,1784 2472 1200 2696 454 706 2320 1567 2726 2551 783 1195 2986 1020 115 1770 2470 2971 988 865 3049 346 2398 465 48 2455 2350 2173 637 2883 845 2937 471 100 2885 2537 2055 490 2295 1868 964 2862 3064 2661 2976 2044 2022 2652 3014 719 
1726,945 1348 2022 1386 2885 2350 2470 1818 1060 2964 3148 2201 3233 1643 2320 2351 2652 3130 702 803 1741 1498 1714 517 1560 2111 251 1465 470 2754 521 100 168 1956 465 2183 3059 1197 1371 2726 2937 1737 2875 1046 3241 2312 2770 748 2616 2464 
1727,1195 1001 328 2464 571 294 493 465 1156 1034 2638 1377 13 2312 2537 475 35 964 981 2885 1130 1576 1575 525 750 1556 1521 3209 2470 2724 2259 2940 1298 333 1770 2299 971 1573 2944 2661 1307 1720 1811 167 486 962 2810 1496 2805 593 
1728,2959 1575 1861 307 3194 2885 2361 3247 2977 2638 505 1568 2514 302 1573 333 2350 2193 3241 1474 275 1922 1556 521 1034 231 3229 294 981 1348 2167 1130 1006 2318 1896 458 1154 465 1377 1317 987 2299 119 938 954 2351 1195 685 2812 2136 
1729,2320 1386 702 1237 2022 465 266 2885 2299 275 2464 3209 517 1956 1573 1575 2470 333 3118 1034 2855 521 2724 1922 750 2351 2541 1193 698 1185 865 2350 1770 3236 2312 2805 949 2193 2850 294 1307 1681 3078 1197 2726 1991 1348 2171 981 214 
1730,745 1689 1430 422 3159 128 485 863 2487 1548 1260 331 1194 1302 307 1366 162 1656 1281 760 1619 2018 259 2088 611 1589 173 313 3158 2979 697 589 2197 84 1020 2456 1479 1104 2540 2086 1063 845 2885 176 654 2173 3207 2119 1922 2749 
1731,3241 1641 2350 192 1197 2957 1289 91 987 954 405 1117 938 299 3087 2866 2115 856 479 2885 2413 231 1797 1575 1663 2652 2022 1505 1034 319 3145 505 2855 1071 272 1386 2470 2428 1821 2111 457 1325 2320 2343 1015 714 335 3042 2216 916 
1732,2464 1575 1386 1013 2312 1868 496 2814 2971 2885 1193 275 465 719 968 1455 697 3229 2706 770 277 637 2022 2537 2024 2359 1348 1023 865 2380 981 1200 2940 2514 417 2547 1949 828 2455 3109 18 662 2783 780 3127 2463 2108 712 1465 1793 
1733,422 1194 197 845 128 2885 1020 2173 1386 331 3158 1281 2976 3229 2986 1430 2002 2309 465 2022 2470 2359 964 697 2652 2086 48 454 3159 1714 863 1260 485 2750 313 1784 468 2726 173 1548 312 84 2350 2651 760 307 259 115 2351 1656 
1734,2464 465 2885 1443 2022 1386 1200 1193 3229 517 1197 2940 1956 1770 296 2696 2750 644 2312 2541 2320 2470 814 1156 2359 1784 770 1800 1034 2012 3209 2855 2537 1307 277 2616 491 1575 2044 1268 380 865 964 987 2351 2472 1060 1579 2944 1023 
